,submission_date,outcome code,outcome year,semester,course,section,outcome score,outcome rating,college,compliance
40620,2022-04-29,HU1,U2021,SP2022,ENGL3510,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40639,2022-04-29,HU1,U2021,SP2022,ENGL3510,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40709,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40709,2022-04-26,HU1,U2021,SP2022,ENGL3094A,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45559,2022-04-28,HU1,U2021,SP2022,ENGL3510,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
45771,nan,HU1,U2021,SP2022,ENGL3094A,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
45771,2022-04-26,HU1,U2021,SP2022,ENGL3094A,01,2.0,Target,College of Arts and Humanites,Outcome assessed
6191,2022-04-28,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
9506,2022-05-03,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
9706,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
13393,2022-04-29,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
14297,2022-04-27,HU3,U2021,SP2022,COMM3200,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
14353,2022-04-30,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
16720,2022-04-30,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
18405,2022-04-30,HU3,U2021,SP2022,COMM3200,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
20635,2022-04-26,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21308,2022-05-11,HU3,U2021,SP2022,COMM3200,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21459,2022-05-04,HU3,U2021,SP2022,COMM3200,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21481,2022-04-30,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
21494,2022-04-30,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21508,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21523,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21535,2022-05-01,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21536,2022-05-04,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
21548,2022-05-10,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21553,2022-05-06,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
21594,2022-05-05,HU3,U2021,SP2022,COMM3200,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21595,2022-05-04,HU3,U2021,SP2022,COMM3200,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
21603,2022-04-30,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21770,2022-05-05,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21786,2022-04-26,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
22712,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
26101,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27375,2022-04-30,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27394,2022-05-05,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27405,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27526,2022-05-04,HU3,U2021,SP2022,COMM3200,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27529,2022-04-28,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
27593,2022-05-04,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
27698,2022-04-30,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27859,2022-05-03,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
27870,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27913,2022-05-04,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
27995,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
28000,2022-05-03,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
32718,2022-04-28,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34366,2022-05-05,HU3,U2021,SP2022,COMM3200,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
34392,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34508,2022-05-01,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41152,2022-05-04,HU3,U2021,SP2022,COMM3200,01,2.0,Target,College of Arts and Humanites,Outcome assessed
2835,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
16102,2022-04-30,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
16689,2022-04-29,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
18531,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21487,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21791,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21807,2022-05-03,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21808,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
23264,2022-04-30,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
23697,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
25650,2022-04-29,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27476,2022-04-29,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27870,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27905,2022-04-30,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
28082,nan,HU4,U2021,SP2022,HIST2040,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
30734,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
30890,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34352,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34395,nan,HU4,U2021,SP2022,HIST2040,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34405,2022-04-29,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34420,nan,HU4,U2021,SP2022,HIST1070,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
34439,2022-04-20,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34462,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34467,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34479,2022-04-30,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34481,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34489,nan,HU4,U2021,SP2022,HIST2040,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34502,nan,HU4,U2021,SP2022,HIST2040,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34582,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34595,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34596,2022-04-30,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34643,2022-04-28,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34700,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34717,2022-04-29,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34844,2022-04-29,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34992,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
35106,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
38080,2022-04-29,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
38929,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
39331,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40463,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40473,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40566,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40580,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40594,2022-04-27,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40602,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40604,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40608,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40620,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40623,2022-05-05,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40624,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40626,nan,HU4,U2021,SP2022,HIST2040,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40633,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40639,2022-05-01,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40656,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40663,2022-04-30,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40671,2022-05-01,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40672,2022-04-30,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40673,2022-05-01,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40683,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40691,2022-04-29,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40693,2022-04-30,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40694,nan,HU4,U2021,SP2022,HIST1070,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
40697,nan,HU4,U2021,SP2022,HIST1070,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
40700,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40705,2022-04-30,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40714,2022-04-30,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40745,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40746,2022-04-30,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40750,2022-04-30,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40756,2022-04-29,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40795,2022-04-30,HU4,U2021,SP2022,HIST1070,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40799,nan,HU4,U2021,SP2022,HIST2040,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40878,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40892,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40926,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41047,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41052,2022-05-04,HU4,U2021,SP2022,HIST1070,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
41073,nan,HU4,U2021,SP2022,HIST2040,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
41125,nan,HU4,U2021,SP2022,HIST2040,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
41160,nan,HU4,U2021,SP2022,HIST2040,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41292,2022-04-29,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41329,2022-04-30,HU4,U2021,SP2022,HIST1070,01,2.0,Target,College of Arts and Humanites,Outcome assessed
24272,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
24588,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
26216,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
26952,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
28552,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
29661,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
30326,2022-05-02,IP4,U2021,SP2022,HNRS2560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
30890,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
31961,2022-04-28,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34349,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,2.0,Target,College of Arts and Humanites,Outcome assessed
34363,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34370,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34412,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,2.0,Target,College of Arts and Humanites,Outcome assessed
34511,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,0.0,Fail,College of Arts and Humanites,Outcome assessed
34577,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34858,2022-04-30,IP4,U2021,SP2022,ENGL1030B,02,2.0,Target,College of Arts and Humanites,Outcome assessed
34996,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,2.0,Target,College of Arts and Humanites,Outcome assessed
39407,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40561,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40574,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40602,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40607,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40610,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40615,2022-04-25,IP4,U2021,SP2022,ENGL1030B,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40616,2022-04-28,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40621,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40633,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,2.0,Target,College of Arts and Humanites,Outcome assessed
40649,nan,IP4,U2021,SP2022,ENGL1030B,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40659,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40664,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40675,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40703,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40738,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40740,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40754,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
40790,2022-05-01,IP4,U2021,SP2022,ENGL1030B,02,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40794,2022-04-30,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40799,2022-04-28,IP4,U2021,SP2022,ENGL1030B,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40828,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40833,2022-04-30,IP4,U2021,SP2022,HNRS2560,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40878,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
40879,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40880,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40925,2022-04-29,IP4,U2021,SP2022,ENGL1030B,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40928,2022-05-02,IP4,U2021,SP2022,ENGL1030B,02,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
41052,2022-05-03,IP4,U2021,SP2022,ENGL1030B,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
41073,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,2.0,Target,College of Arts and Humanites,Outcome assessed
41102,2022-04-29,IP4,U2021,SP2022,ENGL1030B,02,2.0,Target,College of Arts and Humanites,Outcome assessed
41120,2022-04-29,IP4,U2021,SP2022,HNRS2560,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
